function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;
949;libc-2.31.so;__sched_yield;;0.2;0;0;0;0;0.0019932636059821;0;4;"0,0,0,0,100,0,0,0,0,0";__sched_yield;
1041;libiomp5.so;__kmp_join_barrier(int);;0.15;0;0;0.01;0.01;0.28280732035637;0.0035355335567147;2;"0,0,100,0,0,0,0,0,0,0";_Z18__kmp_join_barrieri;
2637;libiomp5.so;__kmp_invoke_microtask;;0.1;0;0;0;0;0.0010831740219146;0;2;"0,0,100,0,0,0,0,0,0,0";__kmp_invoke_microtask;
2207;libiomp5.so;__kmp_init_implicit_task;;0.1;0;0.01;0.01;0.01;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmp_init_implicit_task;
2173;libiomp5.so;__kmp_task_team_sync;;0.1;0;0;0;0;0.0032752316910774;0;2;"0,0,100,0,0,0,0,0,0,0";__kmp_task_team_sync;
2152;libiomp5.so;__kmp_finish_implicit_task;;0.1;0;0;0;0;0.0010831740219146;0;2;"0,0,100,0,0,0,0,0,0,0";__kmp_finish_implicit_task;
1861;libiomp5.so;__kmp_allocate_team;;0.1;0;0.01;0.01;0.01;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmp_allocate_team;
8;nbody3DCX;move_particles;nbody.c:194-280;0.1;0;0.01;0.01;0.01;0;0;1;"100,0,0,0,0,0,0,0,0,0";move_particles;
2154;libiomp5.so;__kmp_task_team_setup;;0.05;0;0;0;0;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmp_task_team_setup;
1865;libiomp5.so;__kmp_internal_fork;;0.05;0;0;0;0;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmp_internal_fork;
1855;libiomp5.so;__kmp_invoke_task_func;;0.05;0;0;0;0;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmp_invoke_task_func;
1846;libiomp5.so;__kmp_free_team;;0.05;0;0;0;0;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmp_free_team;
1635;libiomp5.so;__kmp_acquire_ticket_lock;;0.05;0;0;0;0;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmp_acquire_ticket_lock;
1093;libiomp5.so;__kmpc_fork_call;;0.05;0;0;0;0;0;0;1;"0,0,100,0,0,0,0,0,0,0";__kmpc_fork_call;
11;ld-2.31.so;_dl_rtld_di_serinfo;;0.05;0;0;0;0;0;0;1;"0,0,0,0,100,0,0,0,0,0";_dl_rtld_di_serinfo;
1;libiomp5.so;@plt_start@;;0.05;0;0;0;0;0;0;1;"0,0,100,0,0,0,0,0,0,0";@plt_start@;
